player_name,points,wins,top_10,avg_score,total_distance,total_drives,fairway_%,fairways_hit,possible_fairways,%_gir,greens_hit,#_holes,total_sg:putting,sg:ott,sg:apr,sg:arg,rounds,total_sg:t,total_sg:t2g,total_sg:p,events_y,money,year
Tom_Lewis,249,0,1,71.348,44615,148,57.77,595,1030,65.24,869,1332,-3.665,0.414,-0.185,-0.18600000000000003,78,-0.8859999999999999,2.783,-3.665,25,559296.0,2021
Andrew_Landry,247,0,1,72.219,34778,120,67.22,562,836,63.33,684,1080,-13.785,-0.107,-0.28,-0.16,62,-43.843999999999994,-30.055999999999997,-13.785,21,570018.0,2021
Scott_Brown,237,0,1,71.729,43546,148,62.16,639,1028,64.56,860,1332,2.194,-0.107,-0.003,-0.36200000000000004,76,-25.239,-27.430999999999997,2.194,27,518396.0,2021
Rob_Oppenheim,225,0,1,71.65100000000001,38462,136,65.47,622,950,63.48,777,1224,-1.101,-0.569,0.156,0.147,72,-14.445,-13.341,-1.101,24,434348.0,2021
David_Hearn,223,0,1,71.417,32860,120,70.69,591,836,66.02,713,1080,12.485999999999999,-0.485,-0.094,-0.07,64,-14.745999999999999,-27.229,12.485999999999999,23,391717.0,2021
Kris_Ventura,220,0,2,72.132,40138,132,58.06,533,918,61.95,736,1188,24.77,0.06,-0.758,-0.625,70,-38.766999999999996,-63.535,24.77,26,539016.0,2021
Padraig_Harrington,210,0,1,71.708,26385,88,57.03,349,612,61.74,489,792,-17.648,0.12300000000000001,0.011000000000000001,-0.154,44,-18.186,-0.536,-17.648,14,640513.0,2021
Byeong_Hun_An,205,0,1,71.817,46949,156,51.38,557,1084,62.68,880,1404,-56.875,-0.013999999999999999,-0.156,0.345,80,-45.746,11.13,-56.875,27,506668.0,2021
J.J._Spaun,178,0,1,71.92,38753,136,69.58,661,950,67.4,825,1224,-21.189,0.166,-0.057,-0.07400000000000001,70,-19.473,1.716,-21.189,23,419752.0,2021
Ben_Martin,168,0,1,71.668,25582,88,67.69,417,616,65.4,518,792,2.57,0.149,-0.037000000000000005,-0.172,46,0.8909999999999999,-1.6769999999999998,2.57,15,398681.0,2021
Jimmy_Walker,162,0,1,72.294,41550,140,46.92,457,974,57.22,721,1260,18.38,-0.7,-0.364,-0.15,70,-53.226000000000006,-71.6,18.38,24,519717.0,2021
Mark_Anderson,160,0,1,71.752,28462,100,64.14,449,700,68.22,614,900,-1.8619999999999999,-0.035,-0.14300000000000002,0.248,52,0.098,1.962,-1.8619999999999999,18,338181.0,2021
"Ted_Potter,_Jr.",157,0,1,72.113,36751,128,56.4,502,890,61.89,713,1152,-24.881999999999998,-0.5379999999999999,-0.07400000000000001,-0.026000000000000002,64,-59.273999999999994,-34.389,-24.881999999999998,23,355877.0,2021
Grayson_Murray,122,0,1,73.105,29297,96,50.6,338,668,62.62,541,864,-45.126999999999995,-0.05,-0.29,-0.466,52,-73.29,-28.160999999999998,-45.126999999999995,21,255130.0,2021
Graeme_McDowell,104,0,1,71.861,20590,72,61.85,308,498,61.11,396,648,-5.296,-0.42700000000000005,-0.664,-0.185,40,-37.207,-31.91,-5.296,15,212749.0,2021
